customer_id,age,income,member_seniority,recency,frequency,monetary,view_rate,completion_rate,response_score,cluster,segment
cust_00022_99192,78,50000.0,807,448,4,44.25,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_00023_42953,50,104000.0,1867,707,10,172.65,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00024_99166,55,61000.0,578,681,7,82.19,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_00026_30730,29,55000.0,97,674,10,139.21,0.4,0.4,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_00027_44522,44,59000.0,610,495,6,55.93,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00028_49117,55,73000.0,1483,536,13,115.16,0.8,0.8,0.8,1,Low Income  – Non-Active
cust_00029_30032,34,93000.0,1889,498,8,48.29,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_00030_88504,60,66000.0,1147,605,8,53.690000000000005,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00031_50306,43,60000.0,392,713,8,100.42999999999999,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_00032_73699,49,67000.0,800,422,9,129.04999999999998,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_00034_82063,43,35000.0,786,713,3,30.5,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00035_36365,85,67000.0,515,581,8,72.78,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_00036_95180,53,61000.0,1759,613,4,72.75,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00038_40161,36,65000.0,441,665,5,50.37,0.4,0.2,0.28,4,High Income – Promo Active (BOGO + Disc)
cust_00040_14117,67,82000.0,1452,647,14,155.09,1.0,0.0,0.4,1,Low Income  – Non-Active
cust_00041_80678,33,82000.0,721,475,6,102.74,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00042_85525,57,78000.0,1692,673,9,99.25,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_00043_96374,20,43000.0,934,662,5,26.37,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00044_17100,31,71000.0,1196,540,7,66.83,0.25,0.25,0.25,3,Highest Income – Active (BOGO Preference)
cust_00045_24322,57,83000.0,972,615,11,102.77,0.6,0.4,0.48,1,Low Income  – Non-Active
cust_00046_28373,66,80000.0,983,557,6,127.91,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_00048_80855,56,108000.0,347,686,13,164.28,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00049_40982,52,75000.0,1770,689,9,122.93,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00050_31579,48,84000.0,1347,416,5,70.64,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,Highest Income – Active (BOGO Preference)
cust_00051_69638,28,54000.0,535,673,5,44.76,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_00052_73788,41,39000.0,1771,443,2,22.12,0.4,0.2,0.28,5,Low Income  – Non-Promo Inactive
cust_00053_85914,46,66000.0,914,711,4,26.72,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00054_75909,71,87000.0,1774,704,11,154.8,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_00056_18981,59,76000.0,67,699,7,107.15,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00057_84668,24,62000.0,622,681,11,109.2,0.5,0.5,0.5,0,High Income – Active (Disc Preference)
cust_00058_20745,59,41000.0,1472,543,5,44.879999999999995,0.6,0.2,0.36,0,High Income – Active (Disc Preference)
cust_00059_97782,47,63000.0,1080,677,5,32.49,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_00060_27154,42,55000.0,1742,654,12,169.11,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00061_11220,64,101000.0,1686,523,7,112.7,1.0,0.25,0.55,3,Highest Income – Active (BOGO Preference)
cust_00062_19602,71,92000.0,1750,618,11,117.25,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_00063_42018,69,92000.0,183,632,12,124.02,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00064_81200,39,85000.0,1874,704,8,115.39,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00065_97538,48,67000.0,532,520,7,79.41,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_00066_23577,59,81000.0,757,611,13,132.48,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00067_30374,70,87000.0,421,669,14,170.67,1.0,0.6666666666666666,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_00068_54942,45,65000.0,158,692,7,51.85,0.6666666666666666,0.3333333333333333,0.4666666666666667,0,High Income – Active (Disc Preference)
cust_00071_27146,50,87000.0,372,627,10,122.41000000000001,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00072_67912,35,67000.0,82,663,5,42.41,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00073_29536,33,60000.0,698,600,12,97.91,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00074_82420,67,69000.0,260,689,13,143.58,0.75,0.5,0.6000000000000001,1,Low Income  – Non-Active
cust_00075_15229,77,116000.0,1379,702,5,88.26,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00077_83385,52,65000.0,1406,661,6,82.24,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00078_31299,71,77000.0,85,649,9,146.05,0.5,0.25,0.35,2,Mid Income  – Highly Active (Info Preference)
cust_00080_53540,60,64000.0,1382,490,7,97.03999999999999,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00081_44970,43,44000.0,1107,512,7,63.05,0.4,0.0,0.16000000000000003,0,High Income – Active (Disc Preference)
cust_00082_15075,60,83000.0,1265,509,6,77.73,0.4,0.2,0.28,4,High Income – Promo Active (BOGO + Disc)
cust_00083_39831,80,73000.0,1074,634,13,184.68,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00084_53025,53,74000.0,847,556,6,80.53,0.6666666666666666,0.0,0.26666666666666666,4,High Income – Promo Active (BOGO + Disc)
cust_00085_62386,80,74000.0,1212,540,17,186.96,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,Mid Income  – Highly Active (Info Preference)
cust_00087_33405,18,70000.0,1183,668,11,137.38,1.0,1.0,1.0,3,Highest Income – Active (BOGO Preference)
cust_00088_51114,67,85000.0,1654,704,13,171.61,1.0,1.0,1.0,3,Highest Income – Active (BOGO Preference)
cust_00089_60488,55,88000.0,826,564,8,120.34,0.6666666666666666,0.3333333333333333,0.4666666666666667,1,Low Income  – Non-Active
cust_00090_80575,48,73000.0,381,703,2,21.21,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00091_97900,55,105000.0,614,679,8,114.28,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00092_51145,20,41000.0,1275,621,9,106.58,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00093_76469,50,60000.0,1630,701,4,52.57,0.6,0.2,0.36,5,Low Income  – Non-Promo Inactive
cust_00094_35144,60,83000.0,503,651,7,100.98,0.6,0.4,0.48,2,Mid Income  – Highly Active (Info Preference)
cust_00095_32810,79,87000.0,1303,487,11,117.98,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00096_37549,45,67000.0,550,638,5,86.28999999999999,0.25,0.0,0.1,0,High Income – Active (Disc Preference)
cust_00097_52237,40,68000.0,260,705,6,68.47999999999999,1.0,0.4,0.64,5,Low Income  – Non-Promo Inactive
cust_00098_32241,45,84000.0,531,670,10,142.64999999999998,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00099_92960,69,92000.0,1255,503,9,199.51,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00100_39444,59,72000.0,1796,700,12,193.04,0.5,0.5,0.5,1,Low Income  – Non-Active
cust_00101_42092,44,68000.0,76,551,12,87.62,0.5,0.5,0.5,2,Mid Income  – Highly Active (Info Preference)
cust_00102_92544,62,61000.0,1104,616,8,103.92,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00103_74799,55,61000.0,128,514,3,37.059999999999995,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00104_23970,70,53000.0,244,567,3,37.63,0.75,0.25,0.45000000000000007,5,Low Income  – Non-Promo Inactive
cust_00105_77889,42,72000.0,1617,492,5,28.85,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00106_70901,48,65000.0,671,696,10,179.89,1.0,1.0,1.0,3,Highest Income – Active (BOGO Preference)
cust_00107_51588,47,50000.0,857,570,5,50.26,0.2,0.2,0.2,0,High Income – Active (Disc Preference)
cust_00108_65933,29,42000.0,1565,681,6,45.74,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00109_72216,59,82000.0,298,646,5,56.53,1.0,0.5,0.7,2,Mid Income  – Highly Active (Info Preference)
cust_00110_78327,58,65000.0,990,520,8,83.52,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00111_20155,54,56000.0,1725,477,6,67.68,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_00112_28136,50,97000.0,1578,656,8,101.01,0.6666666666666666,0.3333333333333333,0.4666666666666667,1,Low Income  – Non-Active
cust_00114_53369,29,62000.0,314,608,7,70.72999999999999,0.75,0.0,0.30000000000000004,4,High Income – Promo Active (BOGO + Disc)
cust_00115_86556,46,83000.0,87,338,8,151.63,1.0,0.25,0.55,5,Low Income  – Non-Promo Inactive
cust_00116_85456,48,54000.0,143,643,3,23.31,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00117_64921,40,84000.0,252,537,10,108.13,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00118_89069,51,68000.0,1094,671,5,54.71,0.5,0.25,0.35,5,Low Income  – Non-Promo Inactive
cust_00119_54057,60,93000.0,407,688,12,159.8,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00120_31632,86,110000.0,1084,708,12,187.85,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00121_87580,56,71000.0,574,654,14,227.21,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_00122_66179,58,89000.0,1457,669,5,77.58,1.0,0.8,0.88,1,Low Income  – Non-Active
cust_00123_69598,52,76000.0,1114,709,9,134.95,0.6666666666666666,0.3333333333333333,0.4666666666666667,2,Mid Income  – Highly Active (Info Preference)
cust_00124_46471,21,53000.0,1851,712,8,89.95,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00126_39389,53,78000.0,556,709,7,103.27,0.4,0.4,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_00127_15276,55,74000.0,1578,606,6,83.31,0.6666666666666666,0.3333333333333333,0.4666666666666667,0,High Income – Active (Disc Preference)
cust_00129_24993,95,100000.0,458,405,9,189.59,0.8,0.4,0.56,1,Low Income  – Non-Active
cust_00130_43586,50,51000.0,1656,656,4,56.44,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00131_31465,59,60000.0,1838,166,1,9.32,1.0,0.0,0.4,5,Low Income  – Non-Promo Inactive
cust_00132_50888,53,46000.0,1484,579,2,8.32,1.0,0.3333333333333333,0.6,5,Low Income  – Non-Promo Inactive
cust_00133_19961,34,86000.0,1393,657,5,53.099999999999994,0.5,0.25,0.35,0,High Income – Active (Disc Preference)
cust_00134_23356,73,73000.0,260,582,11,185.34,0.25,0.0,0.1,4,High Income – Promo Active (BOGO + Disc)
cust_00135_84177,66,55000.0,1013,649,5,68.27,0.25,0.25,0.25,4,High Income – Promo Active (BOGO + Disc)
cust_00136_96706,67,64000.0,206,671,9,100.25,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00138_93307,38,87000.0,1577,681,9,144.12,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00139_67080,77,74000.0,788,653,5,104.06,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00140_73372,30,41000.0,677,624,7,77.05,0.6,0.4,0.48,0,High Income – Active (Disc Preference)
cust_00141_45179,63,89000.0,967,700,12,194.84,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00142_41963,91,90000.0,522,633,7,130.63,0.8,0.2,0.44000000000000006,1,Low Income  – Non-Active
cust_00143_59674,37,54000.0,1164,640,5,48.78,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_00144_43862,44,82000.0,454,621,10,90.86,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00145_46211,55,77000.0,1058,702,9,114.47,1.0,0.3333333333333333,0.6,1,Low Income  – Non-Active
cust_00146_74038,45,77000.0,915,684,8,88.78999999999999,0.25,0.0,0.1,4,High Income – Promo Active (BOGO + Disc)
cust_00147_94659,27,69000.0,1062,681,10,74.46,1.0,0.3333333333333333,0.6,5,Low Income  – Non-Promo Inactive
cust_00148_41890,55,74000.0,921,538,6,43.620000000000005,0.6,0.6,0.6,2,Mid Income  – Highly Active (Info Preference)
cust_00149_82544,35,61000.0,451,646,8,88.78999999999999,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00150_69473,62,64000.0,1643,659,10,195.7,0.75,0.5,0.6000000000000001,1,Low Income  – Non-Active
cust_00151_35242,38,85000.0,1498,653,17,226.77,1.0,0.3333333333333333,0.6,2,Mid Income  – Highly Active (Info Preference)
cust_00152_38361,80,81000.0,683,658,8,86.88,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00153_78765,40,70000.0,1151,654,9,86.92,0.3333333333333333,0.0,0.13333333333333333,3,Highest Income – Active (BOGO Preference)
cust_00154_33519,48,58000.0,1631,431,1,25.62,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00156_82529,67,64000.0,1680,685,5,63.81,0.3333333333333333,0.0,0.13333333333333333,0,High Income – Active (Disc Preference)
cust_00157_11607,33,41000.0,988,656,8,159.88,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00158_54657,57,90000.0,207,458,10,146.93,0.6,0.4,0.48,1,Low Income  – Non-Active
cust_00159_18564,76,79000.0,601,620,9,119.53,0.8,0.4,0.56,1,Low Income  – Non-Active
cust_00161_83772,26,56000.0,1038,662,15,211.61,0.75,0.5,0.6000000000000001,1,Low Income  – Non-Active
cust_00162_89471,57,93000.0,302,572,11,165.16,0.5,0.25,0.35,2,Mid Income  – Highly Active (Info Preference)
cust_00163_78494,58,69000.0,1012,690,11,136.97,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00164_50026,67,99000.0,375,661,16,219.32,0.8,0.8,0.8,1,Low Income  – Non-Active
cust_00165_23006,32,65000.0,1569,639,11,136.74,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00166_41439,31,80000.0,1885,660,11,117.42999999999999,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00167_63545,62,74000.0,443,583,4,28.16,0.8,0.8,0.8,2,Mid Income  – Highly Active (Info Preference)
cust_00168_47056,59,86000.0,483,694,11,145.05,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00169_40595,58,59000.0,1485,645,13,191.69,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00171_94886,59,60000.0,1599,703,11,128.85999999999999,0.5,0.5,0.5,1,Low Income  – Non-Active
cust_00173_50319,42,79000.0,931,703,4,57.95,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00174_49857,57,67000.0,866,697,10,103.24,0.75,0.5,0.6000000000000001,2,Mid Income  – Highly Active (Info Preference)
cust_00175_80776,58,90000.0,1230,690,14,209.37,0.8,0.6,0.68,1,Low Income  – Non-Active
cust_00176_89129,41,69000.0,510,462,5,43.19,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,Low Income  – Non-Promo Inactive
cust_00177_85392,85,94000.0,710,707,10,120.38,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_00178_15273,62,49000.0,828,662,4,60.730000000000004,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00179_95394,33,76000.0,223,532,5,35.79,0.6,0.2,0.36,5,Low Income  – Non-Promo Inactive
cust_00180_74451,65,79000.0,1054,673,14,278.79,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00181_53687,37,70000.0,876,712,6,97.61,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00182_47777,67,93000.0,333,646,11,118.63000000000001,0.75,0.25,0.45000000000000007,1,Low Income  – Non-Active
cust_00184_51224,73,88000.0,201,689,14,223.22,1.0,0.0,0.4,1,Low Income  – Non-Active
cust_00185_10150,40,34000.0,1044,577,2,28.68,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00186_17104,70,83000.0,334,489,10,221.73000000000002,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00187_16764,61,56000.0,1301,626,4,41.23,0.25,0.25,0.25,5,Low Income  – Non-Promo Inactive
cust_00188_67424,67,101000.0,254,689,13,167.95,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00189_41365,86,95000.0,1862,644,9,151.12,0.5,0.25,0.35,1,Low Income  – Non-Active
cust_00190_82384,49,73000.0,1650,635,6,101.85,0.6,0.4,0.48,5,Low Income  – Non-Promo Inactive
cust_00191_94896,41,58000.0,423,696,12,110.78999999999999,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00192_48254,38,84000.0,1391,469,6,86.55,0.75,0.5,0.6000000000000001,5,Low Income  – Non-Promo Inactive
cust_00193_69871,40,28000.0,663,408,4,36.88,0.4,0.0,0.16000000000000003,4,High Income – Promo Active (BOGO + Disc)
cust_00194_76616,52,95000.0,141,554,14,218.56,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00195_64387,59,86000.0,1343,598,3,41.57,0.5,0.5,0.5,0,High Income – Active (Disc Preference)
cust_00196_10336,58,27000.0,888,644,7,68.6,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00197_29476,68,52000.0,1210,703,11,104.42,0.2,0.2,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00198_82340,54,100000.0,462,515,4,51.35,0.75,0.25,0.45000000000000007,5,Low Income  – Non-Promo Inactive
cust_00199_41300,78,74000.0,302,702,10,100.10000000000001,0.75,0.25,0.45000000000000007,1,Low Income  – Non-Active
cust_00201_71993,49,53000.0,210,589,6,40.15,0.4,0.2,0.28,0,High Income – Active (Disc Preference)
cust_00202_95461,100,115000.0,1815,704,10,174.76,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_00203_26547,64,99000.0,989,698,9,115.72,1.0,0.8,0.88,2,Mid Income  – Highly Active (Info Preference)
cust_00204_23069,39,41000.0,411,549,6,89.72,0.5,0.5,0.5,5,Low Income  – Non-Promo Inactive
cust_00205_28894,35,71000.0,1348,648,7,107.74,0.75,0.5,0.6000000000000001,2,Mid Income  – Highly Active (Info Preference)
cust_00206_54375,62,91000.0,1726,667,5,46.69,1.0,1.0,1.0,5,Low Income  – Non-Promo Inactive
cust_00207_53065,50,60000.0,419,639,6,65.19999999999999,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00208_73956,66,89000.0,1750,713,7,76.39,1.0,0.5,0.7,1,Low Income  – Non-Active
cust_00209_40771,62,102000.0,1002,446,8,57.42,0.4,0.2,0.28,0,High Income – Active (Disc Preference)
cust_00210_22903,52,71000.0,1685,665,8,86.11,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00211_68153,39,76000.0,1776,685,13,171.48000000000002,0.6666666666666666,0.3333333333333333,0.4666666666666667,1,Low Income  – Non-Active
cust_00212_48452,28,59000.0,1390,641,6,62.43,0.25,0.0,0.1,4,High Income – Promo Active (BOGO + Disc)
cust_00213_79621,46,72000.0,642,647,13,184.54,0.6,0.4,0.48,2,Mid Income  – Highly Active (Info Preference)
cust_00214_60140,68,89000.0,696,398,8,72.54,1.0,0.0,0.4,4,High Income – Promo Active (BOGO + Disc)
cust_00215_28758,57,53000.0,243,707,11,132.26,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00216_70981,32,65000.0,1567,688,7,67.66999999999999,1.0,0.25,0.55,2,Mid Income  – Highly Active (Info Preference)
cust_00217_19681,56,55000.0,1022,627,5,43.97,0.3333333333333333,0.0,0.13333333333333333,4,High Income – Promo Active (BOGO + Disc)
cust_00218_42780,60,65000.0,1103,645,10,76.04,1.0,0.75,0.85,1,Low Income  – Non-Active
cust_00220_84963,38,62000.0,191,629,9,97.86,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00221_96275,56,71000.0,119,709,6,68.23,0.75,0.25,0.45000000000000007,5,Low Income  – Non-Promo Inactive
cust_00222_99889,54,93000.0,185,696,11,160.5,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00223_47512,34,47000.0,248,572,4,66.33,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00224_56179,60,76000.0,319,556,5,72.74,0.6,0.2,0.36,5,Low Income  – Non-Promo Inactive
cust_00225_96400,63,103000.0,1692,678,17,342.52,1.0,1.0,1.0,1,Low Income  – Non-Active
cust_00226_92242,72,65000.0,391,414,5,34.089999999999996,0.75,0.75,0.75,5,Low Income  – Non-Promo Inactive
cust_00228_52823,71,90000.0,1620,664,15,190.64000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,Low Income  – Non-Active
cust_00229_80701,30,46000.0,1554,673,11,138.04,0.6,0.0,0.24,4,High Income – Promo Active (BOGO + Disc)
cust_00230_43681,38,63000.0,239,568,7,113.32,0.75,0.0,0.30000000000000004,0,High Income – Active (Disc Preference)
cust_00231_48684,62,106000.0,1602,702,7,113.57,1.0,0.0,0.4,1,Low Income  – Non-Active
cust_00232_39571,62,103000.0,1077,566,7,143.57,0.6,0.2,0.36,2,Mid Income  – Highly Active (Info Preference)
cust_00233_83048,62,96000.0,959,708,14,220.82999999999998,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_00234_58311,101,102000.0,693,677,7,89.06,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_00235_59941,63,86000.0,1839,704,8,94.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,Mid Income  – Highly Active (Info Preference)
cust_00236_91205,73,91000.0,641,710,9,153.78,1.0,0.3333333333333333,0.6,1,Low Income  – Non-Active
cust_00237_39015,70,59000.0,561,703,15,206.87,1.0,1.0,1.0,2,Mid Income  – Highly Active (Info Preference)
cust_00239_14877,65,84000.0,1691,709,8,106.87,0.5,0.0,0.2,4,High Income – Promo Active (BOGO + Disc)
cust_00240_40775,48,47000.0,369,665,8,112.79,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00241_80804,66,86000.0,1574,696,6,74.5,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00242_64379,40,37000.0,1318,664,6,48.1,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00243_14288,49,46000.0,980,705,10,93.92,0.25,0.25,0.25,4,High Income – Promo Active (BOGO + Disc)
cust_00244_40947,45,60000.0,570,598,10,112.39,0.8,0.2,0.44000000000000006,5,Low Income  – Non-Promo Inactive
cust_00246_34878,55,56000.0,203,406,3,49.13,1.0,0.0,0.4,0,High Income – Active (Disc Preference)
cust_00248_94109,93,109000.0,1633,635,13,134.01,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00249_84000,22,57000.0,755,586,10,145.84,0.5,0.0,0.2,0,High Income – Active (Disc Preference)
cust_00250_37152,65,82000.0,275,711,10,140.99,1.0,0.0,0.4,2,Mid Income  – Highly Active (Info Preference)
cust_00252_28964,26,81000.0,255,617,4,54.33,0.6666666666666666,0.3333333333333333,0.4666666666666667,5,Low Income  – Non-Promo Inactive
cust_00254_13379,45,72000.0,1858,650,7,115.28,0.6666666666666666,0.0,0.26666666666666666,4,High Income – Promo Active (BOGO + Disc)
cust_00255_32838,72,64000.0,1028,317,6,76.22,0.75,0.5,0.6000000000000001,5,Low Income  – Non-Promo Inactive
cust_00257_72422,55,59000.0,1437,636,4,57.18000000000001,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
cust_00259_96363,35,52000.0,1827,620,8,92.53,1.0,0.5,0.7,5,Low Income  – Non-Promo Inactive
cust_00260_17972,41,58000.0,432,666,5,63.410000000000004,0.0,0.0,0.0,0,High Income – Active (Disc Preference)
cust_00262_52219,65,82000.0,1327,576,10,110.55,1.0,0.6666666666666666,0.8,1,Low Income  – Non-Active
cust_00263_91830,41,43000.0,804,701,5,50.07,0.0,0.0,0.0,4,High Income – Promo Active (BOGO + Disc)
